first,sex,occurences,year
Larenda,F,11,1956
Latonia,F,11,1956
Leeanna,F,11,1956
Leetta,F,11,1956
Lesta,F,11,1956
Leverne,F,11,1956
Licia,F,11,1956
Linder,F,11,1956
Lorain,F,11,1956
Lorey,F,11,1956
Lovella,F,11,1956
Lovetta,F,11,1956
Lucilla,F,11,1956
Lynae,F,11,1956
Lynnae,F,11,1956
Lynnell,F,11,1956
Lynnett,F,11,1956
Lysa,F,11,1956
Lyvonne,F,11,1956
Machele,F,11,1956
Mar,F,11,1956
Marcelene,F,11,1956
Marda,F,11,1956
Marja,F,11,1956
Marlaine,F,11,1956
Marlin,F,11,1956
Martin,F,11,1956
Marvina,F,11,1956
Maud,F,11,1956
Maya,F,11,1956
Mellanie,F,11,1956
Mellonie,F,11,1956
Melonee,F,11,1956
Meribeth,F,11,1956
Michaeline,F,11,1956
Montez,F,11,1956
Myrta,F,11,1956
Naoma,F,11,1956
Nathaniel,F,11,1956
Neomia,F,11,1956
Olevia,F,11,1956
Pansey,F,11,1956
Patrecia,F,11,1956
Patsey,F,11,1956
Paulene,F,11,1956
Prescilla,F,11,1956
Priscillia,F,11,1956
Raeanne,F,11,1956
Rebbeca,F,11,1956
Rebecka,F,11,1956
Rebel,F,11,1956
Remonia,F,11,1956
Roberto,F,11,1956
Rocky,F,11,1956
Rogena,F,11,1956
Rosalin,F,11,1956
Roselee,F,11,1956
Rosslyn,F,11,1956
Rosy,F,11,1956
Roxi,F,11,1956
Rozann,F,11,1956
Rozetta,F,11,1956
Sallyann,F,11,1956
Sam,F,11,1956
Scarlette,F,11,1956
Sharlee,F,11,1956
Sheela,F,11,1956
Sheilla,F,11,1956
Shelle,F,11,1956
Shera,F,11,1956
Sherelyn,F,11,1956
Sherial,F,11,1956
Shona,F,11,1956
Shyrl,F,11,1956
Soni,F,11,1956
Starlyn,F,11,1956
Stephania,F,11,1956
Stormie,F,11,1956
Sunni,F,11,1956
Susen,F,11,1956
Sylvie,F,11,1956
Talitha,F,11,1956
Tamala,F,11,1956
Tammi,F,11,1956
Tamyra,F,11,1956
Teretha,F,11,1956
Terrisa,F,11,1956
Theo,F,11,1956
Tiffany,F,11,1956
Tilda,F,11,1956
Trinda,F,11,1956
Tyann,F,11,1956
Vana,F,11,1956
Vanassa,F,11,1956
Velta,F,11,1956
Vicenta,F,11,1956
Vici,F,11,1956
Vicke,F,11,1956
Vira,F,11,1956
Virgil,F,11,1956
Viviana,F,11,1956
Whitney,F,11,1956
Wonder,F,11,1956
Wynell,F,11,1956
Wynema,F,11,1956
Zana,F,11,1956
Adana,F,10,1956
Adrain,F,10,1956
Ailene,F,10,1956
Aldora,F,10,1956
Aletta,F,10,1956
Aliene,F,10,1956
Alvena,F,10,1956
Alysia,F,10,1956
Angeles,F,10,1956
Anntoinette,F,10,1956
Antonetta,F,10,1956
Antonio,F,10,1956
Arleatha,F,10,1956
Arlyn,F,10,1956
Arlys,F,10,1956
Artemisa,F,10,1956
Avelina,F,10,1956
Babbie,F,10,1956
Barby,F,10,1956
Belma,F,10,1956
Belvia,F,10,1956
Belynda,F,10,1956
Berenice,F,10,1956
Berneda,F,10,1956
Bernetha,F,10,1956
Bert,F,10,1956
Bertina,F,10,1956
Betina,F,10,1956
Bettyjo,F,10,1956
Bonnye,F,10,1956
Calla,F,10,1956
Carissa,F,10,1956
Carlen,F,10,1956
Carley,F,10,1956
Carlie,F,10,1956
Carliss,F,10,1956
Carmelia,F,10,1956
Carry,F,10,1956
Charlotta,F,10,1956
Charmin,F,10,1956
Charolett,F,10,1956
Cherlynn,F,10,1956
Cherylanne,F,10,1956
Chriss,F,10,1956
Christelle,F,10,1956
Christin,F,10,1956
Clarinda,F,10,1956
Clarisse,F,10,1956
Claude,F,10,1956
Conchetta,F,10,1956
Conda,F,10,1956
Cynitha,F,10,1956
Cynthea,F,10,1956
Daphney,F,10,1956
Darenda,F,10,1956
Davene,F,10,1956
Davette,F,10,1956
Dawana,F,10,1956
Deitra,F,10,1956
Dela,F,10,1956
Delphina,F,10,1956
Denine,F,10,1956
Derry,F,10,1956
Dion,F,10,1956
Doll,F,10,1956
Donise,F,10,1956
Doreena,F,10,1956
Dorleen,F,10,1956
Dorreen,F,10,1956
Drinda,F,10,1956
Dwan,F,10,1956
Edris,F,10,1956
Elesia,F,10,1956
Elicia,F,10,1956
Elisha,F,10,1956
Elleen,F,10,1956
Elona,F,10,1956
Ernie,F,10,1956
Estrellita,F,10,1956
Etha,F,10,1956
Eufemia,F,10,1956
Eusebia,F,10,1956
Everlyn,F,10,1956
Evia,F,10,1956
Fae,F,10,1956
Fiona,F,10,1956
Florina,F,10,1956
Forrest,F,10,1956
Franci,F,10,1956
Fred,F,10,1956
Gari,F,10,1956
Gaylynn,F,10,1956
Genine,F,10,1956
Genita,F,10,1956
Gerlene,F,10,1956
Gilbert,F,10,1956
Ginni,F,10,1956
Golden,F,10,1956
Guadelupe,F,10,1956
Gwendlyn,F,10,1956
Gwenetta,F,10,1956
Halina,F,10,1956
Hollye,F,10,1956
Ilean,F,10,1956
Inda,F,10,1956
Jackye,F,10,1956
Jacqualyn,F,10,1956
Jacqulyne,F,10,1956
Janalyn,F,10,1956
Janeth,F,10,1956
Jeannene,F,10,1956
Jennine,F,10,1956
Jerrilynn,F,10,1956
Jillene,F,10,1956
Johnita,F,10,1956
Jonel,F,10,1956
Jonetta,F,10,1956
Jovanna,F,10,1956
Jullie,F,10,1956
Karee,F,10,1956
Kareen,F,10,1956
Karene,F,10,1956
Karine,F,10,1956
Karna,F,10,1956
Kathline,F,10,1956
Katrena,F,10,1956
Konni,F,10,1956
Krisann,F,10,1956
Kristan,F,10,1956
Kymberly,F,10,1956
Ladon,F,10,1956
Ladora,F,10,1956
Lajoyce,F,10,1956
Larri,F,10,1956
Larrie,F,10,1956
Lauralyn,F,10,1956
Lenae,F,10,1956
Leni,F,10,1956
Lenny,F,10,1956
Leontine,F,10,1956
Lezlee,F,10,1956
Librada,F,10,1956
Liese,F,10,1956
Lilla,F,10,1956
Lindie,F,10,1956
Linna,F,10,1956
Loida,F,10,1956
Loleta,F,10,1956
Loletta,F,10,1956
Lorice,F,10,1956
Lossie,F,10,1956
Louretta,F,10,1956
Ludie,F,10,1956
Luwanna,F,10,1956
Machell,F,10,1956
Mada,F,10,1956
Madelynn,F,10,1956
Majorie,F,10,1956
Maleia,F,10,1956
Marceline,F,10,1956
Marcelyn,F,10,1956
Margherita,F,10,1956
Mariel,F,10,1956
Marisol,F,10,1956
Marisue,F,10,1956
Marji,F,10,1956
Marlane,F,10,1956
Marlen,F,10,1956
Marlon,F,10,1956
Marlyce,F,10,1956
Marshell,F,10,1956
Marvetta,F,10,1956
Marygrace,F,10,1956
Michaeleen,F,10,1956
Michelene,F,10,1956
Minette,F,10,1956
Moana,F,10,1956
Montie,F,10,1956
Morna,F,10,1956
Narda,F,10,1956
Nicoletta,F,10,1956
Noretta,F,10,1956
Oneda,F,10,1956
Orelia,F,10,1956
Orlinda,F,10,1956
Paulia,F,10,1956
Pearley,F,10,1956
Pepper,F,10,1956
Percilla,F,10,1956
Radonna,F,10,1956
Ramonita,F,10,1956
Randye,F,10,1956
Rasa,F,10,1956
Rexann,F,10,1956
Reynalda,F,10,1956
Rheda,F,10,1956
Rhonna,F,10,1956
Roanna,F,10,1956
Robertha,F,10,1956
Rosalita,F,10,1956
Rosette,F,10,1956
Rue,F,10,1956
Ruta,F,10,1956
Saadia,F,10,1956
Sammy,F,10,1956
Sandara,F,10,1956
Scotty,F,10,1956
Seneca,F,10,1956
Seretha,F,10,1956
Sharell,F,10,1956
Sharin,F,10,1956
Sharone,F,10,1956
Shary,F,10,1956
Shavonne,F,10,1956
Sher,F,10,1956
Sherlynn,F,10,1956
Shirlie,F,10,1956
Sinda,F,10,1956
Starlett,F,10,1956
Starlette,F,10,1956
Sun,F,10,1956
Sunshine,F,10,1956
Suzane,F,10,1956
Sylvania,F,10,1956
Taffie,F,10,1956
Tamie,F,10,1956
Tamsen,F,10,1956
Tawna,F,10,1956
Tempie,F,10,1956
Terasa,F,10,1956
Terena,F,10,1956
Terina,F,10,1956
Terrance,F,10,1956
Terrea,F,10,1956
Thyra,F,10,1956
Tobey,F,10,1956
Tom,F,10,1956
Valentine,F,10,1956
Vanesa,F,10,1956
Verma,F,10,1956
Vermell,F,10,1956
Veronique,F,10,1956
Wanza,F,10,1956
Wava,F,10,1956
Wendelyn,F,10,1956
Wilene,F,10,1956
Yevonne,F,10,1956
Zan,F,10,1956
Zeta,F,10,1956
Adline,F,9,1956
Adora,F,9,1956
Adra,F,9,1956
Adraine,F,9,1956
Aide,F,9,1956
Alaina,F,9,1956
Albertine,F,9,1956
Alden,F,9,1956
Alease,F,9,1956
Aleatha,F,9,1956
Alleen,F,9,1956
Allena,F,9,1956
Almira,F,9,1956
Alona,F,9,1956
Anitta,F,9,1956
Annell,F,9,1956
Anola,F,9,1956
Arleta,F,9,1956
Arlis,F,9,1956
Arlynn,F,9,1956
Armandina,F,9,1956
Arrie,F,9,1956
Artha,F,9,1956
Aubrey,F,9,1956
Audrea,F,9,1956
Avalon,F,9,1956
Ave,F,9,1956
Babara,F,9,1956
Beatrix,F,9,1956
Bernestine,F,9,1956
Birtha,F,9,1956
Bobetta,F,9,1956
Bonne,F,9,1956
Brookie,F,9,1956
Bryn,F,9,1956
Burma,F,9,1956
Burnetta,F,9,1956
Burnice,F,9,1956
Calleen,F,9,1956
Caretha,F,9,1956
Carmelle,F,9,1956
Carmilla,F,9,1956
Carnetta,F,9,1956
Cassondra,F,9,1956
Cece,F,9,1956
Celene,F,9,1956
Cena,F,9,1956
Chanda,F,9,1956
Cherylene,F,9,1956
Chestine,F,9,1956
Christell,F,9,1956
Christiana,F,9,1956
Christianna,F,9,1956
Chyrel,F,9,1956
Clarene,F,9,1956
Clarisa,F,9,1956
Cleda,F,9,1956
Cleola,F,9,1956
Clover,F,9,1956
Corlette,F,9,1956
Correne,F,9,1956
Craig,F,9,1956
Cyrena,F,9,1956
Dalphine,F,9,1956
Danuta,F,9,1956
Darcee,F,9,1956
Darcus,F,9,1956
Dareen,F,9,1956
Darra,F,9,1956
Davena,F,9,1956
Dawnn,F,9,1956
Daylene,F,9,1956
Debar,F,9,1956
Debralee,F,9,1956
Debroha,F,9,1956
Dera,F,9,1956
Devera,F,9,1956
Dewanda,F,9,1956
Diannie,F,9,1956
Dicie,F,9,1956
Donalda,F,9,1956
Donalyn,F,9,1956
Doranne,F,9,1956
Dore,F,9,1956
Druscilla,F,9,1956
Dwight,F,9,1956
Earlena,F,9,1956
Earlyne,F,9,1956
Edra,F,9,1956
Edwin,F,9,1956
Ellamae,F,9,1956
Ellice,F,9,1956
Ellin,F,9,1956
Elwanda,F,9,1956
Ercilia,F,9,1956
Ermalinda,F,9,1956
Esperansa,F,9,1956
Eyvette,F,9,1956
Flor,F,9,1956
Florrie,F,9,1956
Fredi,F,9,1956
Fredrica,F,9,1956
Genese,F,9,1956
Georgana,F,9,1956
Geraldene,F,9,1956
Gerardette,F,9,1956
Ginna,F,9,1956
Glenis,F,9,1956
Gwenette,F,9,1956
Gypsy,F,9,1956
Helyn,F,9,1956
Hilde,F,9,1956
Hulda,F,9,1956
Ilia,F,9,1956
Izetta,F,9,1956
Jacci,F,9,1956
Jacqlyn,F,9,1956
Jacquiline,F,9,1956
Jamison,F,9,1956
Janann,F,9,1956
Janessa,F,9,1956
Janny,F,9,1956
Jasmin,F,9,1956
Jeananne,F,9,1956
Jearlean,F,9,1956
Jen,F,9,1956
Jenee,F,9,1956
Jerilee,F,9,1956
Joanette,F,9,1956
Jocelyne,F,9,1956
Joene,F,9,1956
Johnnetta,F,9,1956
Jolayne,F,9,1956
Joli,F,9,1956
Jolynne,F,9,1956
Jorita,F,9,1956
Josephina,F,9,1956
Joshlyn,F,9,1956
Jovonna,F,9,1956
Juliett,F,9,1956
Kacy,F,9,1956
Kaleen,F,9,1956
Kandra,F,9,1956
Katleen,F,9,1956
Kelleen,F,9,1956
Kellye,F,9,1956
Kena,F,9,1956
Kimberleigh,F,9,1956
Kismet,F,9,1956
Krisandra,F,9,1956
Kristyn,F,9,1956
Lachelle,F,9,1956
Ladeana,F,9,1956
Lady,F,9,1956
Laina,F,9,1956
Landra,F,9,1956
Lannette,F,9,1956
Lasandra,F,9,1956
Lauran,F,9,1956
Lavelle,F,9,1956
Le,F,9,1956
Leita,F,9,1956
Lenise,F,9,1956
Lenor,F,9,1956
Leo,F,9,1956
Lesle,F,9,1956
Lestine,F,9,1956
Levern,F,9,1956
Lilah,F,9,1956
Liliana,F,9,1956
Lillia,F,9,1956
Lindora,F,9,1956
Linnae,F,9,1956
Loann,F,9,1956
Loanne,F,9,1956
Loral,F,9,1956
Loralie,F,9,1956
Lorean,F,9,1956
Loretto,F,9,1956
Lorianne,F,9,1956
Louie,F,9,1956
Lurlene,F,9,1956
Lynee,F,9,1956
Lynett,F,9,1956
Lynnelle,F,9,1956
Magdaline,F,9,1956
Mahalia,F,9,1956
Marchel,F,9,1956
Mardee,F,9,1956
Marea,F,9,1956
Marga,F,9,1956
Maridee,F,9,1956
Marilouise,F,9,1956
Maripat,F,9,1956
Marise,F,9,1956
Maryan,F,9,1956
Maryhelen,F,9,1956
Marysue,F,9,1956
Medina,F,9,1956
Memory,F,9,1956
Meriam,F,9,1956
Merla,F,9,1956
Merlyn,F,9,1956
Merril,F,9,1956
Merryl,F,9,1956
Michela,F,9,1956
Mikel,F,9,1956
Minna,F,9,1956
Mireya,F,9,1956
Monte,F,9,1956
Monty,F,9,1956
Monya,F,9,1956
Morris,F,9,1956
Mylea,F,9,1956
Myong,F,9,1956
Myron,F,9,1956
Myrtie,F,9,1956
Nerissa,F,9,1956
Nonnie,F,9,1956
Norina,F,9,1956
Nyra,F,9,1956
Onie,F,9,1956
Palmira,F,9,1956
Paquita,F,9,1956
Patriciaann,F,9,1956
Paullette,F,9,1956
Pearla,F,9,1956
Pegge,F,9,1956
Prince,F,9,1956
Raeleen,F,9,1956
Raelynn,F,9,1956
Ree,F,9,1956
Ressie,F,9,1956
Rhenda,F,9,1956
Richie,F,9,1956
Ronalda,F,9,1956
Rosaland,F,9,1956
Rosamaria,F,9,1956
Roseline,F,9,1956
Rosey,F,9,1956
Roshell,F,9,1956
Rossanna,F,9,1956
Rozalyn,F,9,1956
Rudy,F,9,1956
Ruthe,F,9,1956
Saddie,F,9,1956
Sandar,F,9,1956
Sandrea,F,9,1956
Santina,F,9,1956
Seana,F,9,1956
Selia,F,9,1956
Senora,F,9,1956
Serene,F,9,1956
Serina,F,9,1956
Sharel,F,9,1956
Sharlette,F,9,1956
Shasta,F,9,1956
Sheere,F,9,1956
Shelda,F,9,1956
Shelita,F,9,1956
Shellene,F,9,1956
Sherby,F,9,1956
Sherolyn,F,9,1956
Sherral,F,9,1956
Sherrian,F,9,1956
Sheryn,F,9,1956
Shirlyn,F,9,1956
Shonda,F,9,1956
Sindi,F,9,1956
Slyvia,F,9,1956
Steffi,F,9,1956
Stephine,F,9,1956
Sydnie,F,9,1956
Tangela,F,9,1956
Tarri,F,9,1956
Tauna,F,9,1956
Teana,F,9,1956
Tere,F,9,1956
Tereza,F,9,1956
Terree,F,9,1956
Terrilynn,F,9,1956
Thersia,F,9,1956
Toi,F,9,1956
Tora,F,9,1956
Treena,F,9,1956
Trilby,F,9,1956
Twylla,F,9,1956
Valera,F,9,1956
Valeta,F,9,1956
Vanessia,F,9,1956
Vendetta,F,9,1956
Venna,F,9,1956
Verba,F,9,1956
Verdelle,F,9,1956
Vernadine,F,9,1956
Vianne,F,9,1956
Vickii,F,9,1956
Vivi,F,9,1956
Wendell,F,9,1956
Yasmine,F,9,1956
Yuette,F,9,1956
Zenia,F,9,1956
Zoeann,F,9,1956
Zula,F,9,1956
Abra,F,8,1956
Alesa,F,8,1956
Allana,F,8,1956
Aloma,F,8,1956
Altheia,F,8,1956
Alvita,F,8,1956
Anetta,F,8,1956
Angelo,F,8,1956
Annalisa,F,8,1956
Annelise,F,8,1956
Ara,F,8,1956
Ardath,F,8,1956
Areatha,F,8,1956
Areta,F,8,1956
Arna,F,8,1956
Arvilla,F,8,1956
Audery,F,8,1956
Aundrea,F,8,1956
Avia,F,8,1956
Azucena,F,8,1956
Babbette,F,8,1956
Barbi,F,8,1956
Bell,F,8,1956
Beneta,F,8,1956
Berdina,F,8,1956
Bernardette,F,8,1956
Berry,F,8,1956
Bobi,F,8,1956
Britt,F,8,1956
Brunella,F,8,1956
Burnette,F,8,1956
Calista,F,8,1956
Camela,F,8,1956
Camillia,F,8,1956
Cammy,F,8,1956
Candiss,F,8,1956
Candus,F,8,1956
Caralyn,F,8,1956
Caran,F,8,1956
Carloyn,F,8,1956
Catha,F,8,1956
Catheline,F,8,1956
Cecila,F,8,1956
Cecille,F,8,1956
Centhia,F,8,1956
Charie,F,8,1956
Charlann,F,8,1956
Charlott,F,8,1956
Charlsey,F,8,1956
Charlyne,F,8,1956
Charmagne,F,8,1956
Charna,F,8,1956
Chelle,F,8,1956
Cherokee,F,8,1956
Cheryel,F,8,1956
Cheryn,F,8,1956
Chong,F,8,1956
Christe,F,8,1956
Christee,F,8,1956
Christella,F,8,1956
Christyne,F,8,1956
Cindey,F,8,1956
Clementina,F,8,1956
Clotilde,F,8,1956
Clydene,F,8,1956
Clydette,F,8,1956
Conception,F,8,1956
Concha,F,8,1956
Conny,F,8,1956
Coralyn,F,8,1956
Cornella,F,8,1956
Cosetta,F,8,1956
Cyntha,F,8,1956
Daleen,F,8,1956
Daralyn,F,8,1956
Darletta,F,8,1956
Darlys,F,8,1956
Darrah,F,8,1956
Dauna,F,8,1956
Dawnelle,F,8,1956
Dawnette,F,8,1956
Deatrice,F,8,1956
Deeanne,F,8,1956
Deirdra,F,8,1956
Delcie,F,8,1956
Deliliah,F,8,1956
Delise,F,8,1956
Denae,F,8,1956
Deola,F,8,1956
Deonne,F,8,1956
Derita,F,8,1956
Doe,F,8,1956
Donni,F,8,1956
Doralee,F,8,1956
Doran,F,8,1956
Dorathea,F,8,1956
Dorean,F,8,1956
Doriann,F,8,1956
Eilleen,F,8,1956
Eldonna,F,8,1956
Elina,F,8,1956
Ellena,F,8,1956
Emmaline,F,8,1956
Eppie,F,8,1956
Erie,F,8,1956
Ernesta,F,8,1956
Estell,F,8,1956
Evalynn,F,8,1956
Ezella,F,8,1956
Felicitas,F,8,1956
Florencia,F,8,1956
Florice,F,8,1956
Franca,F,8,1956
Freya,F,8,1956
Gatha,F,8,1956
Gaytha,F,8,1956
Geanie,F,8,1956
Genene,F,8,1956
Gennell,F,8,1956
Geraldean,F,8,1956
Geraline,F,8,1956
Gerarda,F,8,1956
Gerardine,F,8,1956
Gerriann,F,8,1956
Gitty,F,8,1956
Glennette,F,8,1956
Glorious,F,8,1956
Gloris,F,8,1956
Glynn,F,8,1956
Glynnis,F,8,1956
Graceann,F,8,1956
Gracy,F,8,1956
Grisel,F,8,1956
Guy,F,8,1956
Haven,F,8,1956
Herbert,F,8,1956
Hermalinda,F,8,1956
Hermine,F,8,1956
Hilma,F,8,1956
Honora,F,8,1956
Hyla,F,8,1956
Icy,F,8,1956
Ilisa,F,8,1956
Illa,F,8,1956
Illene,F,8,1956
Illona,F,8,1956
Ilyse,F,8,1956
Isadora,F,8,1956
Ivelisse,F,8,1956
Jackline,F,8,1956
Jackquelyn,F,8,1956
Jae,F,8,1956
Jalene,F,8,1956
Jamesina,F,8,1956
Janeene,F,8,1956
Jeanann,F,8,1956
Jennett,F,8,1956
Jennice,F,8,1956
Jerine,F,8,1956
Jerrine,F,8,1956
Jimmi,F,8,1956
Jocelynn,F,8,1956
Jodeen,F,8,1956
Jorie,F,8,1956
Joscelyn,F,8,1956
Joselle,F,8,1956
Joycelynn,F,8,1956
Joylene,F,8,1956
Judieth,F,8,1956
Judyann,F,8,1956
Junia,F,8,1956
Kande,F,8,1956
Karalee,F,8,1956
Karmel,F,8,1956
Karoline,F,8,1956
Kath,F,8,1956
Kathlean,F,8,1956
Kathlynn,F,8,1956
Kathreen,F,8,1956
Kathrina,F,8,1956
Kayron,F,8,1956
Keela,F,8,1956
Keila,F,8,1956
Kemberly,F,8,1956
Kennie,F,8,1956
Kenny,F,8,1956
Kenya,F,8,1956
Kerrin,F,8,1956
Kerstin,F,8,1956
Keryl,F,8,1956
Keva,F,8,1956
Kimra,F,8,1956
Ladonne,F,8,1956
Lajean,F,8,1956
Lala,F,8,1956
Lanie,F,8,1956
Laqueta,F,8,1956
Latisha,F,8,1956
Laurin,F,8,1956
Lavena,F,8,1956
Lean,F,8,1956
Leane,F,8,1956
Lenee,F,8,1956
Leonie,F,8,1956
Leonila,F,8,1956
Levonne,F,8,1956
Liann,F,8,1956
Liddie,F,8,1956
Lilyan,F,8,1956
Lindalee,F,8,1956
Lisandra,F,8,1956
Lizann,F,8,1956
Loetta,F,8,1956
Lonny,F,8,1956
Lorelie,F,8,1956
Lorenzo,F,8,1956
Lorilyn,F,8,1956
Lorrain,F,8,1956
Lorree,F,8,1956
Lotus,F,8,1956
Lourie,F,8,1956
Louvella,F,8,1956
Love,F,8,1956
Luberta,F,8,1956
Lurine,F,8,1956
Lynann,F,8,1956
Mablene,F,8,1956
Madalena,F,8,1956
Magalene,F,8,1956
Magali,F,8,1956
Magaly,F,8,1956
Magaret,F,8,1956
Maleta,F,8,1956
Mandie,F,8,1956
Manina,F,8,1956
Mardy,F,8,1956
Margareta,F,8,1956
Margueritte,F,8,1956
Mariella,F,8,1956
Mario,F,8,1956
Markita,F,8,1956
Marni,F,8,1956
Marquette,F,8,1956
Marri,F,8,1956
Marshelle,F,8,1956
Marylon,F,8,1956
Matthew,F,8,1956
Maurya,F,8,1956
Mayola,F,8,1956
Mella,F,8,1956
Mellony,F,8,1956
Missie,F,8,1956
Monda,F,8,1956
Nadolyn,F,8,1956
Neala,F,8,1956
Neysa,F,8,1956
Nieves,F,8,1956
Nitza,F,8,1956
Norris,F,8,1956
Ortencia,F,8,1956
Otila,F,8,1956
Ozell,F,8,1956
Panda,F,8,1956
Paralee,F,8,1956
Pasty,F,8,1956
Patriciann,F,8,1956
Patt,F,8,1956
Perrie,F,8,1956
Phebe,F,8,1956
Phyillis,F,8,1956
Pinkey,F,8,1956
Poppy,F,8,1956
Princetta,F,8,1956
Quintella,F,8,1956
Raejean,F,8,1956
Raffaela,F,8,1956
Ralene,F,8,1956
Rande,F,8,1956
Rayleen,F,8,1956
Raymona,F,8,1956
Raynetta,F,8,1956
Refugia,F,8,1956
Reine,F,8,1956
Reyes,F,8,1956
Ritha,F,8,1956
Robi,F,8,1956
Robynne,F,8,1956
Rochel,F,8,1956
Rochele,F,8,1956
Roe,F,8,1956
Romayne,F,8,1956
Ronetta,F,8,1956
Ronica,F,8,1956
Roosevelt,F,8,1956
Rosaleen,F,8,1956
Rosalinde,F,8,1956
Rosan,F,8,1956
Roselind,F,8,1956
Rozanna,F,8,1956
Salley,F,8,1956
Samia,F,8,1956
Sebrena,F,8,1956
Selinda,F,8,1956
Senaida,F,8,1956
Serafina,F,8,1956
Shar,F,8,1956
Sharlett,F,8,1956
Sharline,F,8,1956
Shawne,F,8,1956
Shea,F,8,1956
Sherald,F,8,1956
Sherida,F,8,1956
Sherilee,F,8,1956
Sherman,F,8,1956
Sherylann,F,8,1956
Shiron,F,8,1956
Sierra,F,8,1956
Sima,F,8,1956
Sofie,F,8,1956
Storm,F,8,1956
Subrena,F,8,1956
Suellyn,F,8,1956
Taina,F,8,1956
Talana,F,8,1956
Tally,F,8,1956
Tamsin,F,8,1956
Tangie,F,8,1956
Tannya,F,8,1956
Tarra,F,8,1956
Tasha,F,8,1956
Tatiana,F,8,1956
Tawanda,F,8,1956
Tawni,F,8,1956
Terrilee,F,8,1956
Tesa,F,8,1956
Tisa,F,8,1956
Tonita,F,8,1956
Tonni,F,8,1956
Toye,F,8,1956
Travis,F,8,1956
Tula,F,8,1956
Ty,F,8,1956
Tyree,F,8,1956
Valene,F,8,1956
Valjean,F,8,1956
Vandy,F,8,1956
Vanya,F,8,1956
Varina,F,8,1956
Velena,F,8,1956
Venise,F,8,1956
Vennie,F,8,1956
Verlyn,F,8,1956
Vernelle,F,8,1956
Vernestine,F,8,1956
Vernida,F,8,1956
Vi,F,8,1956
Vincent,F,8,1956
Vinessa,F,8,1956
Violeta,F,8,1956
Voncille,F,8,1956
Vondra,F,8,1956
Vonne,F,8,1956
Wallis,F,8,1956
Wenonah,F,8,1956
Wilhelmena,F,8,1956
Wilhemenia,F,8,1956
Wren,F,8,1956
Xenia,F,8,1956
Yolando,F,8,1956
Young,F,8,1956
Yvonda,F,8,1956
Zondra,F,8,1956
Adrene,F,7,1956
Adrien,F,7,1956
Agapita,F,7,1956
Aleathea,F,7,1956
Aleida,F,7,1956
Alex,F,7,1956
Almedia,F,7,1956
Alnita,F,7,1956
Altamese,F,7,1956
Alvis,F,7,1956
Amee,F,7,1956
Ane,F,7,1956
Angelette,F,7,1956
Angenette,F,7,1956
Angila,F,7,1956
Antoinetta,F,7,1956
Arabella,F,7,1956
Aracelis,F,7,1956
Argelia,F,7,1956
Aria,F,7,1956
Arietta,F,7,1956
Arlie,F,7,1956
Arthenia,F,7,1956
Atha,F,7,1956
Aundra,F,7,1956
Avril,F,7,1956
Barbarajo,F,7,1956
Barbette,F,7,1956
Bendetta,F,7,1956
Benedetta,F,7,1956
Berdine,F,7,1956
Berneice,F,7,1956
Bernise,F,7,1956
Betta,F,7,1956
Bibiana,F,7,1956
Bobie,F,7,1956
Bonetta,F,7,1956
Bonnetta,F,7,1956
Briana,F,7,1956
Bronwen,F,7,1956
Bruna,F,7,1956
Bulah,F,7,1956
Burnett,F,7,1956
Carleta,F,7,1956
Carlis,F,7,1956
Carmina,F,7,1956
Carolle,F,7,1956
Carren,F,7,1956
Carter,F,7,1956
Cayla,F,7,1956
Ceci,F,7,1956
Cecilie,F,7,1956
Cedric,F,7,1956
Chanel,F,7,1956
Charese,F,7,1956
Charis,F,7,1956
Charlcie,F,7,1956
Charman,F,7,1956
Cherice,F,7,1956
Cherilynn,F,7,1956
Cherrill,F,7,1956
Cherylan,F,7,1956
Cherylee,F,7,1956
Cheyanne,F,7,1956
Chrisanne,F,7,1956
Christeena,F,7,1956
Christia,F,7,1956
Cindylee,F,7,1956
Claudina,F,7,1956
Clayton,F,7,1956
Cleona,F,7,1956
Clinton,F,7,1956
Clovia,F,7,1956
Clydia,F,7,1956
Cordie,F,7,1956
Corean,F,7,1956
Corinda,F,7,1956
Corleen,F,7,1956
Cornelius,F,7,1956
Costella,F,7,1956
Creta,F,7,1956
Crissie,F,7,1956
Curlie,F,7,1956
Cydne,F,7,1956
Cythia,F,7,1956
Dacia,F,7,1956
Dail,F,7,1956
Daiva,F,7,1956
Danya,F,7,1956
Daphane,F,7,1956
Daphene,F,7,1956
Darcella,F,7,1956
Daretta,F,7,1956
Dari,F,7,1956
Darian,F,7,1956
Darnice,F,7,1956
Darnise,F,7,1956
Darragh,F,7,1956
Deadra,F,7,1956
Debborrah,F,7,1956
Debe,F,7,1956
Debraann,F,7,1956
Delbert,F,7,1956
Delcine,F,7,1956
Delina,F,7,1956
Denean,F,7,1956
Denesa,F,7,1956
Denni,F,7,1956
Deone,F,7,1956
Derri,F,7,1956
Derrick,F,7,1956
Desa,F,7,1956
Despina,F,7,1956
Deva,F,7,1956
Dia,F,7,1956
Diahann,F,7,1956
Diamond,F,7,1956
Dondi,F,7,1956
Donie,F,7,1956
Donnamaria,F,7,1956
Dorothey,F,7,1956
Dorsey,F,7,1956
Druanne,F,7,1956
Durinda,F,7,1956
Dyna,F,7,1956
Eddy,F,7,1956
Edelmira,F,7,1956
Elain,F,7,1956
